id	SYSTEM	SUBSYSTEM	DESCRIPTION	ORIGINAL.SOURCE	COMMENTS	REFERENCE	PATHWAYS.USED
X72	AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Aspartate synthesis	iHSA (45)	Aspartate is a non-essential amino acid. In the human body, aspartate is most frequently synthesized through the transamination of oxaloacetate,which is a metabolite in TCA cycle. The biosynthesis of aspartate is facilitated by an aminotransferase enzyme: the transfer of an amine group from another molecule such as alanine or glutamine yields aspartate and an alpha-keto acid.	PAGE 60 -- https://en.wikipedia.org/wiki/Aspartic_acid	HEX1 (atp[c] + glc-D[c] -> adp[c] + g6p[c] + h[c])-PGI (g6p[c] <=> f6p[c])-PFK (atp[c] + f6p[c] -> adp[c] + fdp[c] + h[c])-FBA (fdp[c] <=> dhap[c] + g3p[c] )-TPI (dhap[c] <=> g3p[c])-GAPD (g3p[c] + nad[c] + pi[c] <=> 13dpg[c] + h[c] + nadh[c])-PGK (3pg[c] + atp[c] <=> 13dpg[c] + adp[c]) - PGM (2pg[c] <=> 3pg[c] ) - ENO (2pg[c] <=> h2o[c] + pep[c] ) - PYK (adp[c] + h[c] + pep[c] -> atp[c] + pyr[c] ) - PYRt2m (h[c] + pyr[c] <=> h[m] + pyr[m] ) - PCm (atp[m] + hco3[m] + pyr[m] -> adp[m] + h[m] + oaa[m] + pi[m]) - GLUDxm (glu-L[m] + h2o[m] + nad[m] <=> akg[m] + h[m] + nadh[m] + nh4[m] ) - ASPTAm 2glu_L[m] + 2oaa[m] <=> 2akg[m] + 2asp_L[m]
X73	AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Aspartate degradation	iHSA (80)/recon2 (62)	"Aspartate is the precursor to several amino acids, including four that are essential for humans: methionine, threonine, isoleucine, and lysine. The conversion of aspartate to these other amino acids begins with reduction of aspartate to its """"semialdehyde,"""" O2CCH(NH2)CH2CHO.[8] Asparagine is derived from aspartate via transamidation"	PAGE 60	
X74	AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Conversion of aspartate to arginine	recon2 (54)	This process is in urea cycle which is responsible to remove nitrogen in human.	PAGE 81	ARGSS (argininosuccinate synthase - asp-L + atp + citr-L --> amp + argsuc + h + ppi) - ARGSL (argininosuccinate lyase - argsuc <==> arg-L + fum)
X75	AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Conversion of aspartate to beta-alanine	recon2 (55)	Beta-Alanine is the only naturally occurring non-essential beta amino acid. It is used in carnosine synthesis, which reduce lactate in muscle.	PAGE 59-60	ASP1DC (aspartate 1-decarboxylase - asp-L + h --> ala-B + co2)
X76	AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	Conversion of asparate to asparagine	recon2 (56)	The precursor to asparagine is oxaloacetate. Oxaloacetate is converted to aspartate using a transaminase enzyme. The enzyme transfers the amino group from glutamate to oxaloacetate producing α-ketoglutarate and aspartate. The enzyme asparagine synthetase produces asparagine, AMP, glutamate, and pyrophosphate from aspartate, glutamine, and ATP.	PAGE 60 -- https://en.wikipedia.org/wiki/Asparagine	ASNS1 (asparagine synthase (glutamine-hydrolysing): asp-L + atp + gln-L + h2o --> amp + asn-L + glu-L + h + ppi)
X77	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	beta-Alanine synthesis	iHSA (76)	β-Alanine is not found in any major proteins or enzymes. It is a component of the naturally occurring peptides carnosine and anserine and also of pantothenic acid (vitamin B5), which itself is a component of coenzyme A. Under normal conditions, β-alanine is metabolized into acetic acid.	PAGE 59-60	ASP1DC (asp_L[c] + h[c] ->ala_B[c] + co2[c]) - ASPTA (glu_L[c] + oaa[c]<=>akg[c] + asp_L[c]) -MDH (mal_L[c] + nad[c] <=>h[c] + nadh[c] + oaa[c]) -FUM (fum[c] + h2o[c] <=>mal_L[c]) -FUMtm (fum[m] + pi[c]<=>fum[c] + pi[m]) -SUCD1m (fad[m] + succ[m] <=>fadh2[m] + fum[m]) -SUCOASm (adp[m] + pi[m] + succoa[m]<=>atp[m] + coa[m] + succ[m]) -AKGDm (akg[m] + coa[m] + nad[m] ->co2[m] + nadh[m] + succoa[m]) -r2419 (akg[c] + pi[m] ->akg[m] + pi[c])
X78	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	beta-Alanine degradation	iHSA (99)	β-alanine can undergo a transanimation reaction with pyruvate to form malonate-semialdehyde and L-alanine. The malonate semialdehyde can then be converted into malonate via malonate-semialdehyde dehydrogenase. Malonate is then converted into malonyl-CoA and enter fatty acid biosynthesis.	-	
X79	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	Conversion of carnosine to beta-alanine	recon2 (63)	Seems like it should be beta alanine is converted to carnosine to reduce lactate in muscle. But if people take carnosine orally, it breaks down to histidine and beta-alanine	PAGE 59	NBAHH_ir (Nalpha-(beta-alanyl)-L-histidine hydrolase IR - carn + h2o --> ala-B + his-L)
X8	ENERGY METABOLISM	REDOX METABOLISM	Thioredoxin reductase activity	iHSA (116)	Thioredoxin is a small (~12 kDa) ubiquitously expressed protein which is conserved through all species,it regulates the redox balance of the cell and also the activity of certain proteins.	http://doi.org/10.1016/j.freeradbiomed.2013.07.036	TRDR (thioredoxin reductase (NADPH) - h + nadph + trdox --> nadp + trdrd)
X80	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	Beta-alanine to 3-oxopropanoate	recon2 (39 and 194)		PAGE 131	APAT2rm (3-Aminopropanoate:2-oxoglutarate aminotransferase (m)- akg + ala-B <==> glu-L + msa)
X81	AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	Cysteine synthesis (need serine and methionine)	iHSA (70, 265)/recon2 (192, 242, 332)	Cysteine is semi essential amino acid. Animals require homocysteine (from methionine degradation) as source of sulfur and produce cysteine via the condensation product cystathionine. Cysteine can usually be synthesized by the human body under normal physiological conditions if a sufficient quantity of methionine is available.	PAGE 67	CYSTGL (cyst_L[c] + h2o[c] -> 2obut[c] + cys_L[c] + nh4[c]) - CYSTS (hcys_L[c] + ser_L[c] -> cyst_L[c] + h2o[c])
X82	AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	Cysteine degradation	iHSA (81)/recon2 (76, 77, 331)	One way is oxidation of the -SH group and decarboxylation result in taurine, another way is to be degraded to pyruvate.	PAGE 67-68 -- https://biocyc.org/META/NEW-IMAGE?type=PATHWAY&object=CYSTEINE-DEG-PWY	
X83	AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	Synthesis of cysteine from cystine	recon2 (79)	The oxidation of cysteine to the disulfi de cystine (Cys-S-S-Cys) plays an essential role in formation and maintenance of the secondary structure of proteins (2.3.1, 4.5.1.3) and enzyme activity regulation (e.g., Calvin cycle enzymes via thioredoxin).	PAGE 67	CYSGLTH (Glutathione:cystine oxidoreductase - Lcystin + (2) gthrd <==> (2) cys-L + gthox)
X84	AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	Synthesis of taurine from cysteine	recon2 (78 and 184)	Mammalian taurine synthesis occurs in the pancreas via the cysteine sulfinic acid pathway.	PAGE 68	CYSO (cysteine oxidase- cys-L + o2 --> 3sala + (2) h) -3SALAOX (cysteinesulfinic acid oxidase - (2) 3sala + (2) h + o2 --> (2) Lcyst) - LCYSTCBOXL (3-Sulfoalanine carboxy-lyase - Lcyst + h --> co2 + taur)
X85	AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Glutamate synthesis	iHSA (46)/recon2 (34,35, 37,38, 46)	The major glutamate production in animals takes place by transamination between 2-oxoglutarate and amino acids to be catabolized (Fig. 3.2.2-3). This proceeds mainly in the liver, which is the central organ for amino acid interconversions and acts also as a ‘buffer’ after resorption. -- https://en.wikipedia.org/wiki/Glutamic_acid	PAGE 60-61	HEX1 (atp[c] + glc_D[c] -> adp[c] + g6p[c] + h[c] ) - PGI (g6p[c] <=> f6p[c] ) - PFK (atp[c] + f6p[c] -> adp[c] + fdp[c] + h[c] ) - FBA (fdp[c] <=> dhap[c] + g3p[c] ) - TPI (dhap[c] <=> g3p[c] ) - GAPD (g3p[c] + nad[c] + pi[c] <=> 13dpg[c] + h[c] + nadh[c] ) - PGK (3pg[c] + atp[c] <=> 13dpg[c] + adp[c] ) - PGM (2pg[c] <=> 3pg[c] ) - ENO (2pg[c] <=> h2o[c] + pep[c] ) - PYK (adp[c] + h[c] + pep[c] -> atp[c] + pyr[c] ) - PDHm (coa[m] + nad[m] + pyr[m] -> accoa[m] + co2[m] + nadh[m] ) - PCm (atp[m] + hco3[m] + pyr[m] -> adp[m] + h[m] + oaa[m] + pi[m] ) - CSm (accoa[m] + h2o[m] + oaa[m] -> cit[m] + coa[m] + h[m] ACONTm (cit[m] <=> icit[m] ) - ICDHxm (icit[m] + nad[m] -> akg[m] + co2[m] + nadh[m] ) - GLUDxm (glu-L[m] + h2o[m] + nad[m] <=> akg[m] + h[m] + nadh[m] + nh4[m] ) -
X86	AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Glutamate degradation	iHSA (82)	Depending on the metabolic state, glutamate dehydrogenase in liver mitochondria (see above) also may operate in the catabolic direction by converting glutamate into 2-oxoglutarate	PAGE 60-61	
X87	AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Conversion of glutamate to glutamine	recon2 (141 and 142)	The ubiquitous glutamate-ammonia ligase (glutamine synthetase) performs the ATP-energized ammonia binding reaction which transfers glutamate to glutamine -- https://en.wikipedia.org/wiki/Glutamate-glutamine_cycle	PAGE 61	GLNS (glutamine synthetase - atp + glu-L + nh4 --> adp + gln-L + h + pi)
X88	AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Conversion of glutamate to proline	recon2 (143)	Glutamate is phosphorylated and consecutively reduced to glutamate semialdehyde (see also Fig. 3.2.2-2). This compound cyclizesnon-enzymatically to L-1-pyrroline-5-carboxylate. A NADH or NADPH dependent reduction leads to the nonessential amino acid proline	PAGE 63 -- Proline is a non-essential amino acid in humans biosynthetically derived from the amino acid L-glutamate. While CHO cells are proline auxotrophs,	GLU5Km (glutamate 5-kinase - atp + glu-L --> adp + glu5p) - G5SDym (glutamate-5-semialdehyde dehydrogenase - glu5p + h + nadph --> glu5sa + nadp + pi) -G5SADs (L-glutamate 5-semialdehyde dehydratase - glu5sa --> 1pyr5c + h + h2o) -P5CR (pyrroline-5-carboxylate reductase - 1pyr5c + (2) h + nadph --> nadp + pro-L)
X89	AMINO ACIDS METABOLISM	GLUTAMATE METABOLISM	Conversion of GABA into succinate	recon2 (20)	Glutamate, as well as its decarboxylation product 4-aminobutyrate (GABA) act in the central nervous system as neuro transmitters	PAGE 60 -- Gamma-Amino Butyric acid (GABA) is an alpha amino acid which acts as a neurotransmitter in the central nervous system.	ABTArm (4-aminobutyrate transaminase, reversible - 4abut + akg <==> glu-L + sucsal) - SSALxm (succinate-semialdehyde dehydrogenase (NAD) - h2o + nad + sucsal --> (2) h + nadh + succ )
X9	NUCLEOTIDE METABOLISM	IMP SYNTHESIS / PURINE METABOLISM	Inosine monophosphate synthesis (IMP)	recon2 (103, 107 and 314)	In vivo, nucleotides can be synthesized de novo or recycled through salvage pathways. The components used in de novo nucleotide synthesis are derived from biosynthetic precursors of carbohydrate and amino acid metabolism, and from ammonia and carbon dioxide.	PAGE 124-126	HEX1 (atp[c] + glc_D[c] ->adp[c] + g6p[c] + h[c] ) - G6PDH2r (g6p[c] + nadp[c] <=>6pgl[c] + h[c] + nadph[c] ) -PGL (6pgl[c] + h2o[c] ->6pgc[c] + h[c] ) -GNDc (6pgc[c] + nadp[c] ->co2[c] + nadph[c] + ru5p_D[c] ) -RPI (ru5p_D[c] <=> r5p[c] ) - PRPPS (atp[c] + r5p[c] ->amp[c] + h[c] + prpp[c] ) -GLUPRT (gln_L[c] + h2o[c] + prpp[c] ->glu_L[c] + ppi[c] + pram[c] ) -PRAGSr (atp[c] + gly[c] + pram[c] <=>adp[c] + gar[c] + h[c] + pi[c] ) -GARFT (10fthf[c] + gar[c] <=>fgam[c] + h[c] + thf[c] ) -PRFGS (atp[c] + fgam[c] + gln_L[c] + h2o[c] ->adp[c] + fpram[c] + glu_L[c] + h[c] + pi[c] ) -r0666 (atp[c] + fpram[c] <=>adp[c] + air[c] + 2 h[c] + pi[c] ) -AIRCr_PRASCS (air[c] + asp_L[c] + atp[c] + co2[c] <=>25aics[c] + adp[c] + 2 h[c] + pi[c] ) -ADSL2 (25aics[c] -> aicar[c] + fum[c] ) -AICART (10fthf[c] + aicar[c] <=>fprica[c] + thf[c] ) -IMPC (fprica[c] <=> h2o[c] + imp[c])
X90	AMINO ACIDS METABOLISM	GLUTAMINE METABOLISM	Glutamine synthesis	iHSA (48)/recon2 (145)	Glutamine is synthesized by the enzyme glutamine synthetase from glutamate and ammonia. The most relevant glutamine-producing tissue is the muscle mass, accounting for about 90% of all glutamine synthesized. Glutamine is also released, in small amounts, by the lungs and brain.[11] Although the liver is capable of relevant glutamine synthesis, its role in glutamine metabolism is more regulatory than producing, since the liver takes up large amounts of glutamine derived from the gut	PAGE 60	HEX1 (atp[c] + glc_D[c] -> adp[c] + g6p[c] + h[c] ) - PGI (g6p[c] <=> f6p[c] ) - PFK (atp[c] + f6p[c] -> adp[c] + fdp[c] + h[c] ) - FBA (fdp[c] <=> dhap[c] + g3p[c] ) - TPI (dhap[c] <=> g3p[c] ) - GAPD (g3p[c] + nad[c] + pi[c] <=> 13dpg[c] + h[c] + nadh[c] ) - PGK (3pg[c] + atp[c] <=> 13dpg[c] + adp[c] ) - PGM (2pg[c] <=> 3pg[c] ) - ENO (2pg[c] <=> h2o[c] + pep[c] ) - PYK (adp[c] + h[c] + pep[c] -> atp[c] + pyr[c] ) - PDHm (coa[m] + nad[m] + pyr[m] -> accoa[m] + co2[m] + nadh[m] ) - PCm (atp[m] + hco3[m] + pyr[m] -> adp[m] + h[m] + oaa[m] + pi[m] ) - CSm (accoa[m] + h2o[m] + oaa[m] -> cit[m] + coa[m] + h[m] ACONTm (cit[m] <=> icit[m] ) - ICDHxm (icit[m] + nad[m] -> akg[m] + co2[m] + nadh[m] ) - GLUDxm (glu-L[m] + h2o[m] + nad[m] <=> akg[m] + h[m] + nadh[m] + nh4[m] ) - GLNS (atp[c] + glu_L[c] + nh4[c] -> adp[c] + gln_L[c] + h[c] + pi[c])
X91	AMINO ACIDS METABOLISM	GLUTAMINE METABOLISM	Glutamine degradation	iHSA(86, 266)/recon2 (140, 293, 294)	Glutamine can be directly incorporated into proteins (4.1.3, 4.3.2.3). The amino group of glutamine can be transferred by transaminase reactions (3.2.2.5) to other moieties for synthesis of amino acids (3.2.2 … 3.2.9), amino sugars (3.1.7.1), nucleotides (3.6.1, 3.6.2), NAD (3.7.9.1) etc.	PAGE 60	
X92	AMINO ACIDS METABOLISM	GLUTAMINE METABOLISM	Glutaminolysis (glutamine to lactate)	iHSA (267)/recon2 (291)	Glutaminolysis is a series of biochemical reactions by which the amino acid glutamine is lysed to glutamate, aspartate, CO2, pyruvate, lactate, alanine and citrate.Glutaminolysis is an important energy source in tumor cells. Glutamine is converted to gutamate (glutaminase) and further converted in alpha-ketoglutarate (glutamate deshydrogenase) to enter in the TCA cycle and malate-aspartate shuttle. The formed malate is then converted in pyruvate and further in lactate -- https://en.wikipedia.org/wiki/Glutaminolysis		GLUNm (glutaminase (mitochondrial) - gln-L + h2o --> glu-L + nh4) - GLUDxm (glutamate dehydrogenase (NAD) (mitochondrial) - glu-L + h2o + nad <==> akg + h + nadh + nh4) - AKGDm (2-oxoglutarate dehydrogenase - akg + coa + nad --> co2 + nadh + succoa) - SUCOASm (Succinate--CoA ligase (ADP-forming) - atp + coa + succ <==> adp + pi + succoa) - SUCD1m (succinate dehydrogenase - fad + succ <==> fadh2 + fum) - FUMm (fumarase, mitochondrial - fum + h2o <==> mal-L) - ME1m (malic enzyme (NAD), mitochondrial - mal-L + nad --> co2 + nadh + pyr) -LDH_Lm (L-lactate dehydrogenase - h + nadh + pyr <==> lac-L + nad)
X93	AMINO ACIDS METABOLISM	GLUTATHIONE METABOLISM	Glutathionate synthesis	recon2 (75)	Glutathione is not an essential nutrient for humans, since it can be synthesized in the body from the amino acids L-cysteine, L-glutamic acid, and glycine; it does not have to be present as a supplement in the diet.	PAGE 69	GLUCYS (gamma-glutamylcysteine synthetase - atp + cys-L + glu-L --> adp + glucys + h + pi) - GTHS (glutathione synthetase - atp + glucys + gly --> adp + gthrd + h + pi)
X94	AMINO ACIDS METABOLISM	GLYCINE METABOLISM	Glycine synthesis	iHSA (47)/recon2 (18)	Glycine is not essential to the human diet, as it is biosynthesized in the body from the amino acid serine.The principal function of glycine is as a precursor to proteins, such as its periodically repeated role in the formation of the collagen helix in conjunction with hydroxyproline.	PAGE 64	GHMT2r ser_L[c] + thf[c] <=> gly[c] + h2o[c] + mlthf[c]
X95	AMINO ACIDS METABOLISM	GLYCINE METABOLISM	Glycine degradation	iHSA (83)/recon2 (14)	The predominant degradation pathway in animals and plants involves the glycine cleavage enzyme.	PAGE 64	
X96	AMINO ACIDS METABOLISM	GLYCINE METABOLISM	Conversion of glycine to pyruvate	recon2 (150 and 151)	The second way to degrade glycine, glycine is degraded in two steps. The first step is the reverse of glycine biosynthesis from serine with serine hydroxymethyl transferase. Serine is then converted to pyruvate by serine dehydratase		GHMT2r (glycine hydroxymethyltransferase, reversible - ser-L + thf <==> gly + h2o + mlthf) - SERHL (L-Serine hydro-lyase - ser-L --> 2amac + h2o) -2AMACHYD (2-Aminoacrylate - 2amac + h2o --> nh4 + pyr)
X97	AMINO ACIDS METABOLISM	HISTIDINE METABOLISM	Histidine degradation	iHSA (84)	L-histidine can be catabolized by both prokaryotic and eukaryotic organisms. It degrates to glutamate, glutamate can then be deaminated to form α-ketoglutarate.	PAGE 79 -- (https://metacyc.org/META/NEW-IMAGE?type=PATHWAY&object=PWY-5030).	
X98	AMINO ACIDS METABOLISM	HISTIDINE METABOLISM	Conversion of histidine to glutamate	recon2 (159)	L-histidine can be catabolized by both prokaryotic and eukaryotic organisms. It degrates to glutamate, glutamate can then be deaminated to form α-ketoglutarate.	PAGE 79	HISD (histidase - his-L --> nh4 + urcan) -URCN (urocanase - h2o + urcan --> 4izp) -IZPN (imidazolonepropionase - 4izp + h2o --> forglu + h) - GluForTx (Glutamate formimidoyltransferase - forglu + h + thf --> 5forthf + glu-L)
X99	AMINO ACIDS METABOLISM	HISTIDINE METABOLISM	Conversion of histidine to histamine	recon2 (160)	Histamine is an organic nitrogenous compound involved in local immune responses as well as regulating physiological function in the gut and acting as a neurotransmitter for uterus.	PAGE 79 -- https://en.wikipedia.org/wiki/Histidine	HISDC (histidine decarboxylase- h + his-L --> co2 + hista)
